Papel   Cotacao P/L        P/VP    PSR        DY      P/Ativo    P/Cap.Giro P/EBIT     P/ACL       EV/EBIT     EV/EBITDA Mrg.Ebit    Mrg.Liq.    Liq.Corr. ROIC        ROE   Liq.2meses
VVAX4   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -4.44       -4.44   -0.0736     -0.3776     2.19    -0.0652     -0.9203 0.00   
VVAX3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -4.44       -4.44   -0.0736     -0.3776     2.19    -0.0652     -0.9203 0.00   
FLCL3   11.50   0.00       14.45   0.000      0.00    2.956      673.58     0.00       -6.09       0.00        0.00    0.00        0.00        1.01    0.00        0.00  0.00   
FLCL5   12.50   0.00       15.71   0.000      0.00    3.213      732.15     0.00       -6.62       0.00        0.00    0.00        0.00        1.01    0.00        0.00  0.00   
FLCL6   9.91    0.00       12.45   0.000      0.00    2.547      580.45     0.00       -5.25       0.00        0.00    0.00        0.00        1.01    0.00        0.00  0.00   
ESTC4   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        5.12        2.64    0.162       0.038       1.52    0.0969      0.0581 0.00   
VGOR3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        6.77        6.77    0.045       -0.0459     1.04    0.06        -0.2429 0.00   
VSPT4   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
EQMA5B  0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
CMMA4   0.81    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.03        0.03    0.00        0.00        0.00    0.00        -0.0192 0.00   
BERG3   33.00   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -10.49      -10.49  -0.086      -0.326      0.46    -0.0558     -1.0271 0.00   
SALM4   5.90    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        1.10        1.10    0.1022      0.0413      1.31    0.2578      0.1953 0.00   
CCHI4   0.02    0.00       -0.01   0.000      0.00    0.077      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
CSPC4   1.20    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        1.43        1.43    0.3862      0.1885      1.43    0.2918      0.4533 0.00   
CCHI3   0.02    0.00       -0.01   0.000      0.00    0.077      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
BRBI11  13.42   0.00       0.00    0.000      0.0984  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  4224590.00
CSPC3   1.24    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        1.43        1.43    0.3862      0.1885      1.43    0.2918      0.4533 0.00   
SLCP3   610.02  0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
SALM3   5.70    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        1.10        1.10    0.1022      0.0413      1.31    0.2578      0.1953 0.00   
SGEN4   0.60    0.00       0.09    71.251     0.00    0.059      -1.00      -3.81      -0.24       -4.50       -4.50   -18.7117    0.00        0.65    -0.0159     0.00  0.00   
SASG3   0.98    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
PRBC3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0765 0.00   
REPA4   1.08    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        4.54        4.54    0.0518      0.0122      1.99    0.0405      0.0191 0.00   
REPA3   1.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        4.54        4.54    0.0518      0.0122      1.99    0.0405      0.0191 0.00   
BOVH3   15.71   0.00       6.16    0.000      0.00    4.874      6.90       0.00       6.91        0.00        0.00    0.00        0.00        4.40    0.00        0.00  0.00   
PTIP3   22.00   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        3.62        3.62    0.1373      0.0755      0.70    0.2313      -1.2174 0.00   
BMEF3   11.00   0.00       4.16    0.000      0.00    3.482      10.24      0.00       11.30       0.00        0.00    0.00        0.00        3.70    0.00        0.00  0.00   
PTIP4   25.15   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        3.62        3.62    0.1373      0.0755      0.70    0.2313      -1.2174 0.00   
CLSC6   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
BPAT33  20.00   0.00       0.82    0.000      0.3572  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
CESP6   25.25   0.00       1.09    0.000      0.00    0.586      8.50       0.00       -2.43       0.00        0.00    0.00        0.00        1.46    0.00        0.00  0.00   
CESP5   25.00   0.00       1.08    0.000      0.00    0.581      8.42       0.00       -2.41       0.00        0.00    0.00        0.00        1.46    0.00        0.00  0.00   
CESP4   16.29   0.00       0.00    0.000      0.00    0.000      0.01       0.00       0.00        0.00        0.00    0.00        0.00        1.46    0.00        0.00  0.00   
CESP3   25.55   0.00       1.10    0.000      0.00    0.593      8.60       0.00       -2.46       0.00        0.00    0.00        0.00        1.46    0.00        0.00  0.00   
BPNM3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 0.00   
ODER3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
BBTG13  0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
MSAN3   6.44    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.21        0.21    0.0627      0.0242      1.18    0.1178      0.1181 0.00   
TNEP4   3.95    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -1.09       -1.09   0.2092      0.2542      2.39    0.2053      0.228 0.00   
SFSA3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0625 0.00   
MSAN4   6.44    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.21        0.21    0.0627      0.0242      1.18    0.1178      0.1181 0.00   
LECO3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -3.00       -3.00   -0.0214     -0.0472     0.82    -0.0348     -0.1482 0.00   
TNEP3   3.01    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -1.09       -1.09   0.2092      0.2542      2.39    0.2053      0.228 0.00   
SGEN3   5.00    0.00       0.77    593.760    0.00    0.493      -8.34      -31.73     -2.01       -32.42      -32.42  -18.7117    0.00        0.65    -0.0159     0.00  0.00   
BSGR3   1091.28 0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
SEBB3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -0.23       -0.23   0.0924      0.074       2.44    0.2415      0.2301 0.00   
DAYC3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1733 0.00   
DUFB11  0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
CZRS3   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0334 0.00   
BBTG12  3.15    0.00       33248.30 0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
BBTG11  15.01   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.00  0.00   
SEBB4   0.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -0.23       -0.23   0.0924      0.074       2.44    0.2415      0.2301 0.00   
ENER5   6.00    0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        2.70        2.70    0.2759      0.1336      1.12    0.2124      0.4749 0.00   
ENER3   10.50   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        2.70        2.70    0.2759      0.1336      1.12    0.2124      0.4749 0.00   
ENER6   12.00   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        2.70        2.70    0.2759      0.1336      1.12    0.2124      0.4749 0.00   
MNDL4   0.38    0.00       0.01    0.001      0.00    0.001      -0.01      0.01       0.00        4.73        3.95    0.1005      1.1155      0.73    0.0669      5.8375 0.00   
TEFC11  35.50   0.00       0.00    0.000      0.00    0.000      0.00       0.00       0.00        3.45        3.45    0.2354      0.1418      0.61    0.1485      0.4672 0.00   
CAFE4   0.50    0.00       0.00    0.071      0.00    0.004      0.00       -0.13      0.00        -45.27      -53.49  -0.5307     21.638      0.02    -0.0281     -0.6417 0.00   
OSAO4   8.98    0.01       0.00    0.000      0.00    0.000      0.00       0.00       0.00        -10.71      10.53   -0.0291     0.0157      0.43    -0.0465     -0.0402 0.00   
MLPA12  40.00   0.01       0.00    0.001      0.00    0.002      0.00       0.01       0.00        -2.06       -2.06   0.0666      0.0892      0.00    0.00        0.4513 0.00   
MLPA4   45.00   0.01       0.00    0.001      0.00    0.003      0.00       0.01       0.00        -2.06       -2.06   0.0666      0.0892      0.00    0.00        0.4513 0.00   
SCAR4   10.00   0.02       0.00    0.001      0.00    0.000      0.00       0.00       0.00        5.47        4.62    0.3598      0.048       4.63    0.0881      0.0248 0.00   
HETA4   6.19    0.02       -0.01   0.955      0.00    0.248      -1.01      1.85       -0.01       191.77      191.77  0.5173      62.5357     0.44    0.1363      -0.587 414.50 
CAFE3   2.00    0.02       -0.01   0.283      0.00    0.015      -0.01      -0.53      -0.01       -45.67      -53.96  -0.5307     21.638      0.02    -0.0281     -0.6417 0.00   
BSCT3   4.05    0.04       0.00    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0905 0.00   
CORR3   12.00   0.04       0.06    0.834      0.00    0.017      0.03       -0.08      0.42        3.33        3.38    -10.5766    21.4114     4.25    -0.8544     1.5284 0.00   
BPHA3   0.62    0.06       -0.24   -20.054    0.00    0.995      -0.38      0.78       -0.20       1.60        1.43    -25.8169    -336.525    0.06    4.0101      -4.025 0.00   
IGBR5   18.90   0.06       -0.04   3.248      0.00    0.111      -0.11      -0.40      -0.03       -4.55       -4.76   -8.1712     53.7932     0.33    -0.5799     -0.601 0.00   
IGBR6   19.00   0.06       -0.04   3.266      0.00    0.112      -0.11      -0.40      -0.03       -4.55       -4.76   -8.1712     53.7932     0.33    -0.5799     -0.601 0.00   
ATMP3   3.20    0.07       -5.10   0.254      0.00    0.056      -4.90      -0.47      -0.07       -1.34       -6.66   -0.535      3.4729      0.96    -0.1252     -69.6954 153260.00
SULT4   0.43    0.09       0.01    0.033      0.00    0.003      -0.01      -1.00      0.00        -1.00       -1.06   -0.0326     0.3752      0.21    -0.0028     0.1413 0.00   
BRSR4   181.10  0.09       0.01    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 0.00   
CREM4   48.00   0.11       0.01    0.002      0.00    0.002      0.02       0.03       -0.02       3.55        2.09    0.0805      0.021       1.29    0.1136      0.075 0.00   
LREN4   105.00  0.11       0.01    0.008      0.00    0.005      0.02       0.04       0.07        -0.36       -0.26   0.2079      0.0695      1.70    0.1838      0.0954 0.00   
SULT3   0.56    0.12       0.02    0.043      0.00    0.004      -0.02      -1.31      -0.01       -1.31       -1.38   -0.0326     0.3752      0.21    -0.0028     0.1413 0.00   
MNDL3   48.59   0.13       0.77    0.148      0.00    0.091      -0.67      1.47       -0.18       6.19        5.17    0.1005      1.1155      0.73    0.0669      5.8375 34145.90
TPRC6   105.00  0.13       0.01    0.015      0.00    0.006      0.12       0.08       -0.03       0.00        0.00    0.1944      0.1111      1.34    0.0967      0.0833 0.00   
PALF11  125.00  0.14       0.06    0.007      0.00    0.006      0.23       0.04       -0.01       2.63        2.30    0.1985      0.0536      1.09    0.1715      0.4241 0.00   
TPRC3   113.50  0.14       0.01    0.016      0.00    0.007      0.13       0.08       -0.03       0.01        0.00    0.1944      0.1111      1.34    0.0967      0.0833 0.00   
SLED4   1.60    0.22       -0.04   0.207      0.00    0.239      -0.10      -0.22      -0.04       -0.74       -0.90   -0.9381     0.9272      0.12    -22.5994    -0.1807 15671.20
HETA3   96.00   0.24       -0.14   14.818     0.00    3.851      -15.71     28.65      -0.14       218.57      218.57  0.5173      62.5357     0.44    0.1363      -0.587 0.00   
PALF5   236.60  0.26       0.11    0.014      0.00    0.010      0.43       0.07       -0.02       2.66        2.33    0.1985      0.0536      1.09    0.1715      0.4241 0.00   
CORR4   82.00   0.27       0.41    5.701      0.00    0.118      0.20       -0.54      2.84        2.87        2.91    -10.5766    21.4114     4.25    -0.8544     1.5284 0.00   
MMAQ4   200.06  0.27       0.04    0.009      0.00    0.018      0.05       -1.82      0.06        -27.28      -27.28  -0.005      0.034       1.69    -0.0119     0.1308 0.00   
ASSM4   6.10    0.29       -0.15   -8.357     0.00    0.133      -0.20      0.40       -0.08       1.88        1.88    -20.8439    -29.1561    0.21    0.3538      -0.5073 0.00   
PALF3   279.90  0.31       0.13    0.016      0.00    0.012      0.51       0.08       -0.02       2.68        2.34    0.1985      0.0536      1.09    0.1715      0.4241 0.00   
GAZO4   2.32    0.31       -0.03   -1.411     0.00    0.205      -0.46      0.86       -0.03       1.03        1.03    -1.64       -4.5448     0.35    0.2506      -0.1061 0.00   
ASSM3   7.12    0.33       -0.17   -9.754     0.00    0.155      -0.23      0.47       -0.09       1.95        1.95    -20.8439    -29.1561    0.21    0.3538      -0.5073 0.00   
BELG4   1370.00 0.36       0.07    0.062      0.00    0.044      0.29       0.23       2.59        0.40        0.40    0.277       0.1946      1.97    0.2204      0.1859 0.00   
BELG3   1375.50 0.36       0.07    0.063      0.00    0.044      0.29       0.23       2.60        0.41        0.41    0.277       0.1946      1.97    0.2204      0.1859 0.00   
MGEL4   13.99   0.38       3.43    0.087      0.00    0.099      0.65       1.24       -0.21       9.35        7.12    0.0701      0.2282      1.45    0.1051      9.0395 49777.60
AGEN33  0.16    0.39       -0.03   0.000      0.00    0.066      -0.17      0.11       -0.02       3.73        3.61    0.00        0.00        0.09    0.8767      -0.0885 0.00   
HOOT4   2.90    0.42       -0.26   0.389      0.00    0.106      -0.17      0.32       -0.08       0.25        0.24    1.2145      0.924       0.12    0.3476      -0.6053 15863.70
RNEW4   1.05    0.43       0.32    1.086      0.00    0.096      -0.70      -9.26      -0.14       -45.20      15.06   -0.1172     2.5492      0.19    -0.0107     0.7622 235294.00
RNEW3   1.08    0.44       0.33    1.117      0.00    0.099      -0.72      -9.53      -0.15       -45.47      15.15   -0.1172     2.5492      0.19    -0.0107     0.7622 108715.00
RNEW11  3.25    0.44       0.33    1.120      0.00    0.099      -0.72      -9.56      -0.15       -45.49      15.16   -0.1172     2.5492      0.19    -0.0107     0.7622 28756.20
TRPN3   0.71    0.44       0.54    0.263      1.0474  0.399      0.59       0.36       0.59        -0.35       -0.35   0.7228      0.5929      3.61    5.2301      1.2235 0.00   
SLED3   3.21    0.45       -0.08   0.416      0.00    0.480      -0.20      -0.44      -0.07       -0.96       -1.18   -0.9381     0.9272      0.12    -22.5994    -0.1807 329.08 
GAZO3   3.40    0.45       -0.05   -2.068     0.00    0.301      -0.67      1.26       -0.04       1.43        1.43    -1.64       -4.5448     0.35    0.2506      -0.1061 0.00   
SUZA4   13.90   0.50       0.20    0.055      0.00    0.017      0.10       0.17       -0.04       4.26        4.26    0.3242      0.3897      2.82    0.1231      0.4003 0.00   
FCAP3   0.62    0.52       0.11    0.000      0.00    0.089      0.00       -6.18      0.00        -15.27      -15.27  0.00        0.00        0.00    0.00        0.2183 0.00   
IGBR3   175.99  0.56       -0.34   30.247     0.00    1.035      -0.99      -3.70      -0.29       -7.85       -8.21   -8.1712     53.7932     0.33    -0.5799     -0.601 10393.30
FCAP4   0.70    0.58       0.13    0.000      0.00    0.100      0.00       -6.98      0.00        -16.07      -16.07  0.00        0.00        0.00    0.00        0.2183 0.00   
MGEL3   25.00   0.68       6.14    0.155      0.00    0.177      1.16       2.21       -0.37       10.32       7.86    0.0701      0.2282      1.45    0.1051      9.0395 0.00   
TARP11  18.02   0.82       0.25    26.009     0.00    0.245      0.00       197.74     0.00        195.29      195.29  0.1315      31.7005     0.00    0.00        0.2989 0.00   
BDLL4   8.40    0.96       -0.09   0.289      0.00    0.021      -0.96      -0.33      -0.03       -4.18       -4.41   -0.8883     0.3027      0.96    -0.0708     -0.0903 5028.25
BNBR4   27.01   1.03       0.23    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.22  0.00   
CPFG4   12.26   1.08       0.44    0.434      0.00    0.120      -1.01      0.71       -0.39       0.71        0.56    0.6158      0.5719      0.62    0.1987      0.4115 0.00   
CPFG3   12.65   1.11       0.46    0.448      0.00    0.124      -1.04      0.73       -0.40       0.73        0.57    0.6158      0.5719      0.62    0.1987      0.4115 0.00   
TSPP4   9.05    1.24       0.37    0.188      0.00    0.162      -4.02      0.85       -0.65       1.30        1.30    0.2201      0.152       0.89    0.2392      0.2988 0.00   
BDLL3   11.50   1.31       -0.12   0.396      0.00    0.029      -1.32      -0.45      -0.04       -4.30       -4.54   -0.8883     0.3027      0.96    -0.0708     -0.0903 780.40 
EBEN4   17.51   1.37       0.74    0.115      0.00    0.101      -0.44      0.62       -0.16       3.26        2.79    0.1865      0.0838      0.50    0.1839      0.5403 0.00   
SUZB6   17.88   1.39       0.57    0.541      0.00    0.167      0.96       1.67       -0.38       5.76        3.78    0.3243      0.3897      2.82    0.1231      0.4079 0.00   
AHEB3   16.00   1.41       8.19    0.248      0.00    0.368      2.39       1.15       -0.71       1.12        1.06    0.2163      0.1766      1.55    0.3597      5.8253 174.75 
AHEB5   16.59   1.46       8.49    0.257      0.00    0.382      2.48       1.19       -0.73       1.17        1.10    0.2163      0.1766      1.55    0.3597      5.8253 0.00   
AHEB6   17.02   1.49       8.71    0.264      0.00    0.391      2.54       1.22       -0.75       1.20        1.13    0.2163      0.1766      1.55    0.3597      5.8253 0.00   
EPAR4   3.30    1.55       0.40    0.102      0.00    0.346      0.76       4.13       0.98        2.59        2.27    0.0247      0.0658      18.54   0.0971      0.2558 0.00   
SUZB5   21.13   1.64       0.67    0.639      0.00    0.198      1.13       1.97       -0.45       6.06        3.98    0.3243      0.3897      2.82    0.1231      0.4079 0.00   
TSPP3   12.60   1.72       0.51    0.262      0.00    0.225      -5.59      1.19       -0.91       1.63        1.63    0.2201      0.152       0.89    0.2392      0.2988 0.00   
PLIM4   0.59    1.89       0.03    0.020      0.00    0.016      -0.51      0.17       -0.05       1.50        0.65    0.1193      0.0155      0.80    0.1095      0.0172 0.00   
ELPL4   15.98   1.91       1.31    0.163      0.00    0.108      -1.82      0.82       -0.16       2.40        1.92    0.1974      0.0855      0.81    0.15        0.6898 0.00   
HAGA4   1.16    1.91       -0.25   0.476      0.00    0.232      0.55       -11.05     -0.21       5.04        -461.21 -0.0431     0.2498      1.97    -0.071      -0.1304 37680.70
ESCE3   172.00  2.30       0.61    0.202      0.00    0.146      -1.72      0.99       -0.27       3.45        2.94    0.2033      0.088       0.73    0.1722      0.2671 0.00   
BOBR3   1.00    2.43       -3.62   0.177      0.00    0.289      -3.02      1.21       -0.49       2.90        2.55    0.1459      0.0728      0.84    0.314       -1.492 0.00   
LUPA3   2.16    2.46       0.55    0.963      0.00    0.177      1.89       -5.42      -0.48       -14.23      -39.60  -0.1776     0.3907      1.43    -0.0342     0.2252 1271770.00
CTPC4   6.50    2.48       0.03    0.000      0.00    0.003      0.00       -0.55      0.00        -2.44       -2.44   0.00        0.00        0.00    0.00        0.0141 0.00   
TBLE6   10.65   2.58       1.03    0.780      0.00    0.221      16.81      1.57       -0.37       4.25        3.64    0.4957      0.3028      1.09    0.1548      0.3997 0.00   
CLSC5   39.01   2.63       0.47    0.145      0.00    0.130      -2.08      2.08       -0.31       4.54        3.19    0.0697      0.055       0.83    0.0727      0.1793 0.00   
TBLE5   12.00   2.90       1.16    0.879      0.00    0.249      18.94      1.77       -0.41       4.45        3.81    0.4957      0.3028      1.09    0.1548      0.3997 0.00   
CTKA3   18.00   2.91       -0.90   0.178      0.00    0.180      0.61       1.87       -0.35       9.47        7.31    0.0954      0.0612      1.75    0.1224      -0.3092 315.00 
RANI4   5.50    2.93       1.05    0.838      0.00    0.390      1.58       2.59       -1.32       4.60        3.82    0.3234      0.2858      3.91    0.1871      0.3581 0.00   
MARI3   2.93    3.04       0.76    0.346      0.00    0.384      0.95       4.99       1.65        4.89        4.89    0.0694      0.1137      2.23    0.1067      0.2513 0.00   
CTKA4   19.00   3.07       -0.95   0.188      0.00    0.190      0.65       1.97       -0.37       9.58        7.39    0.0954      0.0612      1.75    0.1224      -0.3092 12228.80
FIGE3   12.03   3.16       0.18    0.000      0.0032  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0571 0.00   
VALE5   33.36   3.19       0.80    0.734      0.00    0.340      29.39      1.89       -0.87       2.52        2.10    0.3876      0.2332      1.08    0.2011      0.2499 0.00   
PETR4   35.23   3.36       1.19    0.857      0.2057  0.448      -63.30     1.91       -0.94       2.90        2.21    0.4492      0.2564      0.95    0.2576      0.3547 1883240000.00
CAMB4   6.25    3.44       1.21    0.552      0.00    0.746      3.20       2.39       7.26        2.62        2.36    0.2315      0.1606      1.93    0.3341      0.3503 0.00   
CEDO3   22.77   3.56       1.23    0.195      0.00    0.271      3.84       1.09       -1.15       2.11        1.89    0.1783      0.0518      1.15    0.2848      0.3457 4040.98
PETR3   37.35   3.56       1.26    0.908      0.194   0.475      -67.11     2.02       -0.99       3.01        2.30    0.4492      0.2564      0.95    0.2576      0.3547 474715000.00
ELPL6   30.20   3.60       2.48    0.308      0.00    0.204      -3.44      1.56       -0.31       3.13        2.51    0.1974      0.0855      0.81    0.15        0.6898 0.00   
ELPL5   30.50   3.64       2.51    0.311      0.00    0.206      -3.47      1.57       -0.31       3.15        2.52    0.1974      0.0855      0.81    0.15        0.6898 0.00   
PTPA3   76.50   3.69       1.14    0.505      0.00    0.375      2.28       3.63       -1.27       7.06        5.33    0.1393      0.1369      1.79    0.1327      0.3085 0.00   
BNBR3   97.00   3.71       0.82    0.000      0.0639  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.22  9599.53
CYRE4   8.50    3.77       0.44    0.575      0.00    0.200      0.59       4.35       10.59       7.26        7.00    0.1321      0.1519      2.93    0.0554      0.1159 0.00   
BAZA3   80.36   3.77       0.78    0.000      0.0689  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2056 338946.00
PTPA4   80.00   3.86       1.19    0.528      0.00    0.392      2.38       3.79       -1.33       7.23        5.45    0.1393      0.1369      1.79    0.1327      0.3085 0.00   
CEDO4   24.99   3.90       1.35    0.214      0.00    0.297      4.22       1.20       -1.26       2.22        1.99    0.1783      0.0518      1.15    0.2848      0.3457 82288.40
GOAU4   10.41   3.92       0.60    0.149      0.1529  0.139      0.50       1.04       1.72        1.47        1.14    0.1434      0.1135      3.02    0.1599      0.1529 130044000.00
CLSC3   58.99   3.98       0.71    0.219      0.0495  0.196      -3.14      3.14       -0.46       5.60        3.94    0.0697      0.055       0.83    0.0727      0.1793 3885.52
GOAU3   10.60   3.99       0.61    0.152      0.1502  0.141      0.51       1.06       1.75        1.49        1.15    0.1434      0.1135      3.02    0.1599      0.1529 1102450.00
VINE3   17.20   4.04       0.65    0.577      0.00    0.340      1.38       4.52       7.60        7.40        5.54    0.1276      0.1442      1.91    0.0862      0.1614 0.00   
CALI3   15.55   4.11       1.80    0.368      0.0287  0.287      2.53       3.87       -0.51       6.43        6.30    0.0952      0.0896      1.69    0.0834      0.4382 431.03 
DAYC4   8.90    4.12       0.71    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1733 0.00   
BRAP3   22.25   4.12       1.09    0.000      0.1304  1.076      19.04      -428.22    19.07       -403.59     -403.59 0.00        0.00        5.31    -0.0027     0.2644 1798130.00
CLSC4   61.22   4.13       0.74    0.227      0.0525  0.204      -3.26      3.26       -0.48       5.72        4.03    0.0697      0.055       0.83    0.0727      0.1793 437956.00
VINE5   17.64   4.14       0.67    0.592      0.00    0.349      1.41       4.64       7.80        7.52        5.63    0.1276      0.1442      1.91    0.0862      0.1614 0.00   
MTBR3   0.99    4.18       0.58    0.135      0.00    0.157      2.49       2.24       -10.73      1.28        1.02    0.0604      0.0326      1.10    0.1717      0.1392 0.00   
REDE4   2.90    4.21       1.05    0.397      0.00    0.232      13.83      1.63       -0.45       4.33        3.60    0.2439      0.1292      1.07    0.1603      0.2489 0.00   
SUZB3   54.25   4.22       1.72    1.642      0.034   0.507      2.91       5.06       -1.17       9.15        6.00    0.3243      0.3897      2.82    0.1231      0.4079 342851000.00
HAGA3   2.60    4.27       -0.56   1.068      0.00    0.519      1.24       -24.77     -0.48       -8.68       793.26  -0.0431     0.2498      1.97    -0.071      -0.1304 7403.38
MTBR4   1.05    4.43       0.62    0.144      0.00    0.166      2.64       2.37       -11.39      1.41        1.13    0.0604      0.0326      1.10    0.1717      0.1392 0.00   
HBTS5   52.00   4.45       0.82    6.446      0.046   0.336      9.55       -133.68    -0.67       -185.76     -275.35 -0.0482     1.4478      1.67    -0.0026     0.1844 5002.33
NATU3   36.86   4.46       2.49    1.764      0.00    1.257      4.43       14.15      79.72       13.30       13.30   0.1247      0.3953      2.25    0.124       0.5582 0.00   
BRAP4   24.14   4.47       1.18    0.000      0.1323  1.167      20.66      -464.60    20.69       -439.97     -439.97 0.00        0.00        5.31    -0.0027     0.2644 93831800.00
CMIG4   10.82   4.51       0.98    0.660      0.1021  0.424      7.43       2.89       -1.34       3.86        3.35    0.2283      0.1466      1.30    0.1673      0.2164 153817000.00
GGBR3   20.87   4.51       0.72    0.508      0.0767  0.480      1.80       3.54       6.96        4.07        3.14    0.1437      0.1132      2.93    0.1602      0.1607 1239700.00
BBAS3   52.73   4.52       0.94    0.000      0.0867  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2083 501600000.00
ALOS3   24.95   4.57       0.97    6.401      0.0208  0.512      13.96      13.96      -1.53       12.37       7.91    0.4585      1.4469      1.58    0.039       0.2132 114688000.00
TECN3   3.43    4.60       0.64    0.711      0.0251  0.373      0.75       4.07       1.58        3.77        4.58    0.1749      0.1545      4.30    0.1225      0.1389 549997.00
BMEB4   14.83   4.63       1.07    0.000      0.0541  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2308 251630.00
MEAL3   1.91    4.68       0.49    0.243      0.00    0.198      -6.00      -10.15     -0.47       -16.03      4.63    -0.024      0.052       0.84    -0.0223     0.1051 2530590.00
CPFP4   44.00   4.71       4.84    0.405      0.00    0.314      -3.92      2.20       -0.48       4.98        4.36    0.1842      0.086       0.78    0.1707      1.0268 0.00   
VCPA4   26.01   4.72       1.02    0.789      0.00    0.353      3.76       2.01       -1.00       4.05        2.99    0.3918      0.1675      1.46    0.2295      0.2157 0.00   
